label,tweets
1,"This sheila, PMNZ Ardern doesn't want he criminals back, we don't want her criminals either?? NZ national then send them back &amp; let their own country deal with them!! How did she get elected to PM again??? A captains choice, not the peoples choice!!"
1,A 17 year old Illegal immigrant named Baudilio Salomon Diaz Ambrocio raped a 7 year old so badly in Marietta Georgia that the poor girl required surgery. How many cases like this are we gonna see?
2,I often wonder how Christopher Wallace is even allowed to stay on FoxNews? Since when are real journalists allowed on State News? Chris Wallace burns down Stephen Miller over Trumps racist lies He let send her back chant go for 13 seconds
1,Send her back. Dont like that? Go with them. Ya jag off.
1,"I was at the rally last night and looked up the Tillis co-sponsored bill. The section I highlighted would make a good talking point. So what if an Antifa protest was going, and an illegal immigrant was detained during the protest. Couldn't that person"
1,"This, 100%. If youre an American chanting send them back then you have to start with yourself."
1,"But at the very least, he apologized for the yearbook photo. Todays Republicans only dig themselves in deeper, tell minorities they don't love their country and to 'send them back'. What Northam did was pretty bad but it was more than 30 years ago."
1,"That would be really helpful. Send them right away, I will assemble a team and we met back in the main hangar. Is that okay for you, commander? He asked shutting down the holo proyecto, saving the image in his personal holo-comm."
1,How quickly we only have a problem with *illegal immigrants* became an arena chanting send her back about a legal immig
2,"A stadium full of Christians just shouted Send her Back, are ok with kidnapping children and putting them in cages, &amp; worship a xenophobic homophobic racist bigot self professed serial sexual predator. I think those Christians have more to worry about than atheists do."
2,"All MEGA / President Trump supporters. We need to assist our President with fake news. At President Trumps next rally on August 1st in Cincinnati, lets change the chant from send them back to Vote them out. It will be difficult for the fake news to mess with that chant."
1,Send them back! Send them back! #BuildTheWall #trump2020landslide
1,Snotty and say a few hurtful words to you instead I choose to tell you that maybe you need to go back to that college and give them that degree back and as someone with depression you should know that talking to someone like you did could send someone over the edge
1,"Unfortunately she is the face and mouth of Washington Democrats! When people hear the nasty remarks they want to slap her face, but all they can do is yell Send Her Back 'cause it makes them feel better!"
2,Large amounts of scum collects in one place and honest Americans fail to cease the opportunity to cleanse them and it's
2,"You realize that Charlotte is where the send her back chant came from, right? Tiki torches is a reference to the same ideology. Not to the specific city. It's a thinker, for sure."
1,"That means we have an anti American fraudulent illegal alien in Congress. Get her out of Congress and out of America, after serving time in jail for her actions."
1,"I've seen a lot of people deliberately misunderstanding Trump's tweet. Send them back is racist. They can leave is racist, whether or not they are allowed to come back (thread)"
1,Im assuming send her back! is going high? Got it.
2,"This is the pep rally you allowed the crowd to chant send her back unchecked, right? Yeah, you lie, and we all know it. #WorstPresidentEver"
1,Send THEM back to 1950. The 21st century is ours.
2,"Or, for that matter, allowed people to chant inamerican slogans like Send her back. ."
1,None of this nonsense squares with the claim Send them back. How does that have to do with the content of their character? Pathetic that the chief executive of this country needs to rely on the likes of Levin and Hannity to fabricate a counter-narrative.
1,"all of them, send them back to the Sewers."
1,"Obama did that....Now, ask yourself, why did Obama have the ILLEGAL Immigrant Database erased? Obama HHS Placed Migrant Children Into Custody Of Human Traffickers"
1,So Twitter decides to silence Mary Ann Mendoza for telling the truth! An illegal alien killed her son!
2,"In an interview with CBS, Vice President Mike Pence answered questions about the send her back chant at Trump's Greenville rally directed at Congresswoman Ilhan Omar, which has caused controversy and back and forth between her and the President."
2,"Earlier this week, Texas Rep. introduced legislation that would remove derogatory terms for immigrants"
1,So Matt U personally R comfortable yelling send her back to a woman criticizing America &amp; the President? Isnt criticism of the government a right this country was founded upon? You are failing to uphold her constitutional right. What about your oath to uphold the Constitution?
1,"Great opening tonight, take'n on the Fraud Squad. Tell it like it is, no-holds-barred. They're so impetuous and condescending! Send them back to charm school!"
2,Sean? you say that President Trump is disavowing a crowd chant from a political rally. Are you familiar with this new invention called TV where one can see TRUMP enjoying the crowd chanting send her back and not stopping them. Lordy there are tapes
1,I raise arms and legs in support. She did send her brother back to England by the way.
1,Yes send her back.
1,"Send them ALL back,and DO NOT allow anymore more. Please Mr. President MAKE AMERICA GREAT AGAIN!!!"
2,"Miss White Supremacy, everyone. Hey Ivanka, did you have anything to say about the send her back chants at your dad's rally? No? Sounds about white."
1,"I think it's reasonable to put the racist label on Lara and Melania as well. Lara was chanting the racist 'send her back' at a rally, and Melania promoted the birther lies and wore the statement, 'I don't really care, do you?' on her clothing while visiting brown refugee children"
2,"HYPOCRITE #sycophant Pence 'not pleased' with 'send-her-back' chant, but declines to urge an end via"
